tytuł ogłoszenia,link,lokalizacja,powierzchnia,cena,cena za metr,czynsz,liczba pokoi,rodzaj budynku,rynek
Nowe 2-Pokowe Mieszkanie W Centrum Miasta.,https://www.otodom.pl/pl/oferta/nowe-2-pokowe-mieszkanie-w-centrum-miasta-ID4wqtA,"ul. Kolumny 38, Stare Chojny, Górna, Łódź, łódzkie",40.95,610863.0,9067.0,0.0,2.0,,pierwotny
"Łódź Górna, ul. Zapolskiej okolice, na sprzedaż",https://www.otodom.pl/pl/oferta/lodz-gorna-ul-zapolskiej-okolice-na-sprzedaz-ID4uKr7,"ul. Kolumny 38, Stare Chojny, Górna, Łódź, łódzkie",46.0,610863.0,6500.0,500.0,3.0,,wtórny
"☎Gotowe mieszkania-UMÓW się, miejsce z mieszkaniem",https://www.otodom.pl/pl/oferta/gotowe-mieszkania-umow-sie-miejsce-z-mieszkaniem-ID4wqtm,"ul. Kolumny 38, Stare Chojny, Górna, Łódź, łódzkie",79.46,610863.0,8326.0,,4.0,,pierwotny
Dwupoziomowy Apartament Z Ogródkiem,https://www.otodom.pl/pl/oferta/dwupoziomowy-apartament-z-ogrodkiem-ID4uXxh,"ul. Kolumny 38, Stare Chojny, Górna, Łódź, łódzkie",79.8,610863.0,11905.0,500.0,4.0,,wtórny
M-4 Ok. Tatrzańskiej / Dąbrowskiego,https://www.otodom.pl/pl/oferta/m-4-ok-tatrzanskiej-dabrowskiego-ID4uVT3,"ul. Kolumny 38, Stare Chojny, Górna, Łódź, łódzkie",48.24,610863.0,6198.0,550.0,3.0,,wtórny
M-3 Rozkładowe / Ul. Lutomierska,https://www.otodom.pl/pl/oferta/m-3-rozkladowe-ul-lutomierska-ID4tHHL,"ul. Kolumny 38, Stare Chojny, Górna, Łódź, łódzkie",43.19,610863.0,7618.0,550.0,2.0,,wtórny
"48 m², 2 pokoje, balkon – Łódź, ul. Bratysławska",https://www.otodom.pl/pl/oferta/48-m-2-pokoje-balkon-lodz-ul-bratyslawska-ID4walO,"ul. Kolumny 38, Stare Chojny, Górna, Łódź, łódzkie",48.0,610863.0,6917.0,550.0,2.0,,wtórny
M-4 Dąbrowa Ul. Dąbrowskiego,https://www.otodom.pl/pl/oferta/m-4-dabrowa-ul-dabrowskiego-ID4wqn4,"ul. Kolumny 38, Stare Chojny, Górna, Łódź, łódzkie",48.24,610863.0,9432.0,500.0,3.0,,wtórny
Panoramica - Kawalerka Z Dużym Tarasem,https://www.otodom.pl/pl/oferta/panoramica-kawalerka-z-duzym-tarasem-ID4wqgn,"ul. Kolumny 38, Stare Chojny, Górna, Łódź, łódzkie",33.86,610863.0,11223.0,520.0,1.0,,wtórny
Czteropokojowe mieszkanie na zamkniętym osiedlu,https://www.otodom.pl/pl/oferta/czteropokojowe-mieszkanie-na-zamknietym-osiedlu-ID4wqrF,"ul. Kolumny 38, Stare Chojny, Górna, Łódź, łódzkie",79.12,610863.0,12323.0,1300.0,4.0,,wtórny
Kawalerka dla Inwestora + Komórka + DNI OTWARTE,https://www.otodom.pl/pl/oferta/kawalerka-dla-inwestora-komorka-dni-otwarte-ID4wqrk,"ul. Kolumny 38, Stare Chojny, Górna, Łódź, łódzkie",26.0,610863.0,10038.0,,1.0,,pierwotny
"☎Umów się i zobacz Inwestycję - 3 pokoje, 1 piętro",https://www.otodom.pl/pl/oferta/umow-sie-i-zobacz-inwestycje-3-pokoje-1-pietro-ID4wqra,"ul. Kolumny 38, Stare Chojny, Górna, Łódź, łódzkie",66.1,610863.0,8182.0,,3.0,,pierwotny
⭐Gotowe 2 pokoje + Klucze na JUŻ + Dni OTWARTE⭐,https://www.otodom.pl/pl/oferta/gotowe-2-pokoje-klucze-na-juz-dni-otwarte-ID4wqqV,"ul. Kolumny 38, Stare Chojny, Górna, Łódź, łódzkie",38.0,610863.0,9850.0,,2.0,,pierwotny
Nowe 3 pokoje + Garaż/Komórka _ ŚCISŁE CENTRUM,https://www.otodom.pl/pl/oferta/nowe-3-pokoje-garaz-komorka-scisle-centrum-ID4wqqB,"ul. Kolumny 38, Stare Chojny, Górna, Łódź, łódzkie",52.0,610863.0,8942.0,,3.0,,pierwotny
"☎Umów się i zobacz Inwestycję - 2 pokoje, 1 piętro",https://www.otodom.pl/pl/oferta/umow-sie-i-zobacz-inwestycje-2-pokoje-1-pietro-ID4wqqq,"ul. Kolumny 38, Stare Chojny, Górna, Łódź, łódzkie",43.96,610863.0,8337.0,,2.0,,pierwotny
"☎Umów się i zobacz Inwestycję - 2 pokoje, 1 piętro",https://www.otodom.pl/pl/oferta/umow-sie-i-zobacz-inwestycje-2-pokoje-1-pietro-ID4wqqg,"ul. Kolumny 38, Stare Chojny, Górna, Łódź, łódzkie",40.36,610863.0,8582.0,,2.0,,pierwotny
Apartamenty Żołnierska 12 AA 2,https://www.otodom.pl/pl/oferta/apartamenty-zolnierska-12-aa-2-ID4lVwG,"ul. Kolumny 38, Stare Chojny, Górna, Łódź, łódzkie",88.58,610863.0,9400.0,,4.0,,pierwotny
Łódź Dąbrowa: Kawalerka od zaraz,https://www.otodom.pl/pl/oferta/lodz-dabrowa-kawalerka-od-zaraz-ID4sgdS,"ul. Kolumny 38, Stare Chojny, Górna, Łódź, łódzkie",27.18,610863.0,8094.0,419.0,1.0,,wtórny
Gotowy Apartament 64m2 NeoTeo + garaż + kom,https://www.otodom.pl/pl/oferta/gotowy-apartament-64m2-neoteo-garaz-kom-ID4w5b4,"ul. Kolumny 38, Stare Chojny, Górna, Łódź, łódzkie",64.0,610863.0,11953.0,,3.0,,wtórny
Apartamenty Żołnierska 12 BD 2,https://www.otodom.pl/pl/oferta/apartamenty-zolnierska-12-bd-2-ID4lVAm,"ul. Kolumny 38, Stare Chojny, Górna, Łódź, łódzkie",108.5,610863.0,9400.0,,5.0,,pierwotny
"Apartamenty THE LINE, Łódź ul. Garnizonowa 1,1A,1B",https://www.otodom.pl/pl/oferta/apartamenty-the-line-lodz-ul-garnizonowa-1-1a-1b-ID4mbeb,"ul. Kolumny 38, Stare Chojny, Górna, Łódź, łódzkie",86.82,610863.0,15700.0,,4.0,,pierwotny
"Apartamenty THE LINE, Łódź ul. Garnizonowa 1,1A,1B",https://www.otodom.pl/pl/oferta/apartamenty-the-line-lodz-ul-garnizonowa-1-1a-1b-ID4mbwj,"ul. Kolumny 38, Stare Chojny, Górna, Łódź, łódzkie",46.33,610863.0,15100.0,,2.0,,pierwotny
Wyjątkowy apartament Loft Tymienieckiego,https://www.otodom.pl/pl/oferta/wyjatkowy-apartament-loft-tymienieckiego-ID4wqnb,"ul. Kolumny 38, Stare Chojny, Górna, Łódź, łódzkie",102.73,610863.0,12655.0,790.0,3.0,,pierwotny
"Retkinia, Rozkładowe 2 Pokoje",https://www.otodom.pl/pl/oferta/retkinia-rozkladowe-2-pokoje-ID4wqn3,"ul. Kolumny 38, Stare Chojny, Górna, Łódź, łódzkie",38.0,610863.0,8658.0,460.0,2.0,,wtórny
Promocja / Blisko Manufaktury,https://www.otodom.pl/hpr/pl/oferta/promocja-blisko-manufaktury-ID4wqAa,"ul. Kolumny 38, Stare Chojny, Górna, Łódź, łódzkie",40.6,610863.0,9789.0,450.0,2.0,,pierwotny
2 pokoje+ garaż+ komórka+ ogródek. Odbiór 07.2025!,https://www.otodom.pl/pl/oferta/2-pokoje-garaz-komorka-ogrodek-odbior-07-2025-ID4wsxT,"ul. Legionów, Stare Polesie, Polesie, Łódź, łódzkie",38.87,448500.0,11538.0,,2.0,,pierwotny
2 pokoje od strony patio blisko dworca Fabrycznego,https://www.otodom.pl/pl/oferta/2-pokoje-od-strony-patio-blisko-dworca-fabrycznego-ID4wnWV,"ul. Legionów, Stare Polesie, Polesie, Łódź, łódzkie",40.84,448500.0,11337.0,,2.0,,pierwotny
"Mieszkanie w pełni umeblowane, z wyposażeniem",https://www.otodom.pl/pl/oferta/mieszkanie-w-pelni-umeblowane-z-wyposazeniem-ID4wnbF,"ul. Legionów, Stare Polesie, Polesie, Łódź, łódzkie",82.79,448500.0,8455.0,677.65,3.0,,wtórny
Mieszkanie 3-Pokojowe Na Innowacyjnym Osiedlu.,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-na-innowacyjnym-osiedlu-ID4wqmP,"ul. Legionów, Stare Polesie, Polesie, Łódź, łódzkie",60.4,448500.0,10600.0,0.0,3.0,,pierwotny
⭐Mieszkanie 3-pok⭐79 m²⭐️Chojny⭐️Duży Taras⭐️,https://www.otodom.pl/pl/oferta/mieszkanie-3-pok79-mchojnyduzy-taras-ID4w76s,"ul. Legionów, Stare Polesie, Polesie, Łódź, łódzkie",79.4,448500.0,10705.0,230.0,3.0,,wtórny
⭐Mieszkanie 3-pok.⭐ 53 m²⭐️Widzew⭐️Duże szafy⭐️,https://www.otodom.pl/pl/oferta/mieszkanie-3-pok-53-mwidzewduze-szafy-ID4wjcg,"ul. Legionów, Stare Polesie, Polesie, Łódź, łódzkie",52.89,448500.0,7563.0,690.0,3.0,,wtórny
⭐️Mieszkanie 3-pok⭐62 m²⭐️Marysin⭐️Rozkład⭐️Park⭐️,https://www.otodom.pl/pl/oferta/mieszkanie-3-pok62-mmarysinrozkladpark-ID4wk5t,"ul. Legionów, Stare Polesie, Polesie, Łódź, łódzkie",62.38,448500.0,6573.0,630.0,3.0,,wtórny
109 Mkw Mieszkanie Z Tarasem W Zielonej Okolicy,https://www.otodom.pl/pl/oferta/109-mkw-mieszkanie-z-tarasem-w-zielonej-okolicy-ID4sNk4,"ul. Legionów, Stare Polesie, Polesie, Łódź, łódzkie",109.0,448500.0,8257.0,450.0,4.0,,pierwotny
Dwa pokoje w kamienicy przy Placu Wolności,https://www.otodom.pl/pl/oferta/dwa-pokoje-w-kamienicy-przy-placu-wolnosci-ID4wqjK,"ul. Legionów, Stare Polesie, Polesie, Łódź, łódzkie",52.0,448500.0,6346.0,200.0,2.0,,wtórny
2-pok. /33m2 /Słoneczne Tarasy /parking w garażu,https://www.otodom.pl/pl/oferta/2-pok-33m2-sloneczne-tarasy-parking-w-garazu-ID4uhFw,"ul. Legionów, Stare Polesie, Polesie, Łódź, łódzkie",32.8,448500.0,11500.0,,2.0,,pierwotny
"Mieszkanie w ścisłym centrum Jaracza 15, 2 pokoje",https://www.otodom.pl/pl/oferta/mieszkanie-w-scislym-centrum-jaracza-15-2-pokoje-ID4txTR,"ul. Legionów, Stare Polesie, Polesie, Łódź, łódzkie",48.9,448500.0,6115.0,150.0,2.0,,wtórny
Dwa Pokoje Do Remontu Centrum,https://www.otodom.pl/pl/oferta/dwa-pokoje-do-remontu-centrum-ID4wqiy,"ul. Legionów, Stare Polesie, Polesie, Łódź, łódzkie",43.5,448500.0,6437.0,700.0,2.0,,wtórny
Maratońska 49 - Mieszkanie z parkingiem i komórką,https://www.otodom.pl/pl/oferta/maratonska-49-mieszkanie-z-parkingiem-i-komorka-ID4wqiE,"ul. Legionów, Stare Polesie, Polesie, Łódź, łódzkie",59.32,448500.0,8867.0,600.0,3.0,,wtórny
"Mieszkanie 3 pokoje, 59m2, ul. Liściasta",https://www.otodom.pl/pl/oferta/mieszkanie-3-pokoje-59m2-ul-lisciasta-ID4uc95,"ul. Legionów, Stare Polesie, Polesie, Łódź, łódzkie",59.0,448500.0,8983.0,648.3,3.0,,wtórny
2-pokojowe! Inwestycja! Centrum! Uczelnie! UŁ LOOK,https://www.otodom.pl/pl/oferta/2-pokojowe-inwestycja-centrum-uczelnie-ul-look-ID4tvkw,"ul. Legionów, Stare Polesie, Polesie, Łódź, łódzkie",27.29,448500.0,13192.0,400.0,2.0,,pierwotny
Kawalerka w dobrej lokalizacji okolice Manufaktury,https://www.otodom.pl/pl/oferta/kawalerka-w-dobrej-lokalizacji-okolice-manufaktury-ID4wqfA,"ul. Legionów, Stare Polesie, Polesie, Łódź, łódzkie",33.4,448500.0,8398.0,,1.0,,wtórny
Kawalerka Inwestycyjna | W Pobliżu Manufaktura !,https://www.otodom.pl/pl/oferta/kawalerka-inwestycyjna-w-poblizu-manufaktura-ID4wavW,"ul. Legionów, Stare Polesie, Polesie, Łódź, łódzkie",16.0,448500.0,7375.0,140.0,1.0,,wtórny
☎Gotowe mieszkania - Umów się ! - Uniw MED ☎,https://www.otodom.pl/pl/oferta/gotowe-mieszkania-umow-sie-uniw-med-ID4wqf9,"ul. Legionów, Stare Polesie, Polesie, Łódź, łódzkie",26.81,448500.0,10200.0,,1.0,,pierwotny
Mieszkanie z garażem i komórką - strzeżone osiedl,https://www.otodom.pl/pl/oferta/mieszkanie-z-garazem-i-komorka-strzezone-osiedl-ID4wqf6,"ul. Legionów, Stare Polesie, Polesie, Łódź, łódzkie",44.83,448500.0,10462.0,497.0,2.0,,wtórny
☎Gotowe mieszkania - Umów się ! - Uniw MED ☎,https://www.otodom.pl/pl/oferta/gotowe-mieszkania-umow-sie-uniw-med-ID4wqeN,"ul. Legionów, Stare Polesie, Polesie, Łódź, łódzkie",30.48,448500.0,10300.0,,2.0,,pierwotny
Duże 3 pokoje przy Teatrze Jaracza,https://www.otodom.pl/pl/oferta/duze-3-pokoje-przy-teatrze-jaracza-ID4uc67,"ul. Legionów, Stare Polesie, Polesie, Łódź, łódzkie",101.04,448500.0,3598.0,777.0,3.0,,wtórny
Gotowe 3 pokoje niedaleko Galerii Łódzkiej,https://www.otodom.pl/pl/oferta/gotowe-3-pokoje-niedaleko-galerii-lodzkiej-ID4u9sT,"ul. Legionów, Stare Polesie, Polesie, Łódź, łódzkie",52.3,448500.0,8891.0,308.52,3.0,,wtórny
5 pokoi do zamieszkania w Centrum,https://www.otodom.pl/pl/oferta/5-pokoi-do-zamieszkania-w-centrum-ID4tLJS,"ul. Legionów, Stare Polesie, Polesie, Łódź, łódzkie",104.62,448500.0,8555.0,1030.0,5.0,,wtórny
Nowe mieszkanie 4-pokoje blisko CKD UŁ ost. piętro,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-4-pokoje-blisko-ckd-ul-ost-pietro-ID4tUxP,"ul. Legionów, Stare Polesie, Polesie, Łódź, łódzkie",75.62,448500.0,8979.0,,4.0,,pierwotny
Najtańsze 2 pokoje _ ŚCISŁE CENTRUM_ DNI OTWARTE !,https://www.otodom.pl/pl/oferta/najtansze-2-pokoje-scisle-centrum-dni-otwarte-ID4wqdx,"ul. Legionów, Stare Polesie, Polesie, Łódź, łódzkie",41.0,448500.0,9073.0,,2.0,,pierwotny
"DUŻE,USTAWNE POKOJE / Centrum / Niska Cena - 8650",https://www.otodom.pl/pl/oferta/duze-ustawne-pokoje-centrum-niska-cena-8650-ID4w7Ri,"ul. Legionów, Stare Polesie, Polesie, Łódź, łódzkie",84.91,448500.0,8650.0,,4.0,,pierwotny
Nowoczesne mieszkanie w nowym centrum Łodzi !,https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-w-nowym-centrum-lodzi-ID4wqdb,"ul. Legionów, Stare Polesie, Polesie, Łódź, łódzkie",48.16,448500.0,11192.0,,3.0,,pierwotny
Nowoczesne mieszkanie w nowym centrum Łodzi !,https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-w-nowym-centrum-lodzi-ID4wqd1,"ul. Legionów, Stare Polesie, Polesie, Łódź, łódzkie",60.13,448500.0,10718.0,,4.0,,pierwotny
Przestronne mieszkanie w super lokalizacji Jaracza,https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-w-super-lokalizacji-jaracza-ID4wqcS,"ul. Legionów, Stare Polesie, Polesie, Łódź, łódzkie",131.5,448500.0,3186.0,970.0,5.0,,wtórny
Ostatnie mieszkanie w sercu Łodzi do odbioru !!!,https://www.otodom.pl/pl/oferta/ostatnie-mieszkanie-w-sercu-lodzi-do-odbioru-ID4wqcW,"ul. Legionów, Stare Polesie, Polesie, Łódź, łódzkie",42.0,448500.0,9643.0,400.0,2.0,,pierwotny
Nowoczesne mieszkanie w nowym centrum Łodzi !,https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-w-nowym-centrum-lodzi-ID4wqcI,"ul. Legionów, Stare Polesie, Polesie, Łódź, łódzkie",62.66,448500.0,10485.0,,4.0,,pierwotny
Narożne 4 pokoje + DNI OTWARTE+ Garaż/BOKS !,https://www.otodom.pl/pl/oferta/narozne-4-pokoje-dni-otwarte-garaz-boks-ID4wqcp,"ul. Legionów, Stare Polesie, Polesie, Łódź, łódzkie",72.0,448500.0,8743.0,,4.0,,pierwotny
Okazja - Super Cena -2 Pokoje W Centrum Miasta,https://www.otodom.pl/pl/oferta/okazja-super-cena-2-pokoje-w-centrum-miasta-ID4wqcg,"ul. Legionów, Stare Polesie, Polesie, Łódź, łódzkie",56.0,448500.0,5339.0,497.0,2.0,,wtórny
Stylowe 40m2 z balkonem | Centrum,https://www.otodom.pl/pl/oferta/stylowe-40m2-z-balkonem-centrum-ID4uEbf,"ul. Legionów, Stare Polesie, Polesie, Łódź, łódzkie",40.55,448500.0,13933.0,600.0,2.0,,pierwotny
2 pokojowe mieszkanie w Śródmieściu,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-w-srodmiesciu-ID4wqb1,"ul. Legionów, Stare Polesie, Polesie, Łódź, łódzkie",34.0,448500.0,11735.0,570.0,2.0,,wtórny
Nowoczesne mieszkania w sercu Łodzi Manufaktura,https://www.otodom.pl/pl/oferta/nowoczesne-mieszkania-w-sercu-lodzi-manufaktura-ID4wqbc,"ul. Legionów, Stare Polesie, Polesie, Łódź, łódzkie",54.2,448500.0,8590.0,450.0,3.0,,pierwotny
Nowoczesne mieszkanie w nowym centrum Łodzi !,https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-w-nowym-centrum-lodzi-ID4wqbb,"ul. Legionów, Stare Polesie, Polesie, Łódź, łódzkie",41.93,448500.0,11424.0,,2.0,,pierwotny
Dwupokojowe mieszkanie w wysokim standardzie!,https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-w-wysokim-standardzie-ID4u7Ek,"ul. Legionów, Stare Polesie, Polesie, Łódź, łódzkie",49.29,448500.0,10530.0,650.0,2.0,,wtórny
Nowoczesne mieszkanie w nowym centrum Łodzi !,https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-w-nowym-centrum-lodzi-ID4wqaY,"ul. Legionów, Stare Polesie, Polesie, Łódź, łódzkie",42.46,448500.0,11269.0,,2.0,,pierwotny
Mieszkanie 3-Pokojowe Na Innowacyjnym Osiedlu.,https://www.otodom.pl/hpr/pl/oferta/mieszkanie-3-pokojowe-na-innowacyjnym-osiedlu-ID4wqmP,"ul. Legionów, Stare Polesie, Polesie, Łódź, łódzkie",60.4,448500.0,10600.0,0.0,3.0,,pierwotny
Mieszkanie gotowe do wprowadzenia! M3! Okazja! Dąb,https://www.otodom.pl/pl/oferta/mieszkanie-gotowe-do-wprowadzenia-m3-okazja-dab-ID4wrP6,"Chojny, Górna, Łódź, łódzkie",39.66,379000.0,9556.0,590.0,2.0,,wtórny
"Retkinia | Po generalnym remoncie, 2 pokoje - 0%",https://www.otodom.pl/pl/oferta/retkinia-po-generalnym-remoncie-2-pokoje-0-ID4wroT,"Chojny, Górna, Łódź, łódzkie",33.0,379000.0,10591.0,350.0,5.0,,wtórny
Nowoczesne mieszkanie w nowym centrum Łodzi !,https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-w-nowym-centrum-lodzi-ID4wqaw,"Chojny, Górna, Łódź, łódzkie",35.61,379000.0,11963.0,,2.0,,pierwotny
Nowoczesne mieszkanie w nowym centrum Łodzi !,https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-w-nowym-centrum-lodzi-ID4wqab,"Chojny, Górna, Łódź, łódzkie",49.3,379000.0,10953.0,,3.0,,pierwotny
"65m2 w odnowionej kamienicy w sercu Łodzi, parking",https://www.otodom.pl/pl/oferta/65m2-w-odnowionej-kamienicy-w-sercu-lodzi-parking-ID4wqa6,"Chojny, Górna, Łódź, łódzkie",65.0,379000.0,7222.0,1115.0,4.0,,wtórny
Mieszkanie M3 z ogródkiem i balkonem,https://www.otodom.pl/pl/oferta/mieszkanie-m3-z-ogrodkiem-i-balkonem-ID4r5hi,"Chojny, Górna, Łódź, łódzkie",42.42,379000.0,8439.0,,2.0,,wtórny
2-pokojowe M - wiosenne bonusowanie!,https://www.otodom.pl/pl/oferta/2-pokojowe-m-wiosenne-bonusowanie-ID4wq9r,"Chojny, Górna, Łódź, łódzkie",43.51,379000.0,9675.0,,2.0,,pierwotny
Wysoki standard/ Blisko Parku / Do Wprowadzenia !!,https://www.otodom.pl/pl/oferta/wysoki-standard-blisko-parku-do-wprowadzenia-ID4uzsY,"Chojny, Górna, Łódź, łódzkie",43.77,379000.0,14371.0,350.0,2.0,,wtórny
"BEZPOŚREDNIO, Mieszkanie 2 pok.+ kom lokatorska",https://www.otodom.pl/pl/oferta/bezposrednio-mieszkanie-2-pok-kom-lokatorska-ID4w93r,"Chojny, Górna, Łódź, łódzkie",53.2,379000.0,10489.0,700.0,2.0,,wtórny
Mieszkanie w nowoczesnym oś. Fuzja/ M2Poland!,https://www.otodom.pl/pl/oferta/mieszkanie-w-nowoczesnym-os-fuzja-m2poland-ID4w0Wb,"Chojny, Górna, Łódź, łódzkie",40.82,379000.0,12004.0,,2.0,,wtórny
Stylowe mieszkanie 100 m² w centrum + parking,https://www.otodom.pl/pl/oferta/stylowe-mieszkanie-100-m-w-centrum-parking-ID4uQwU,"Chojny, Górna, Łódź, łódzkie",100.0,379000.0,7950.0,700.0,3.0,,wtórny
Mieszkanie inwestycyjne- Rezerwacja,https://www.otodom.pl/pl/oferta/mieszkanie-inwestycyjne-rezerwacja-ID4wq7G,"Chojny, Górna, Łódź, łódzkie",37.0,379000.0,6946.0,600.0,2.0,,wtórny
Wielki dodatkowy RABAT‼️ Ścisłe Centrum‼️,https://www.otodom.pl/pl/oferta/wielki-dodatkowy-rabat-scisle-centrum-ID4wq7p,"Chojny, Górna, Łódź, łódzkie",41.0,379000.0,9056.0,,2.0,,pierwotny
Wielki dodatkowy RABAT‼️ Ścisłe Centrum‼️,https://www.otodom.pl/pl/oferta/wielki-dodatkowy-rabat-scisle-centrum-ID4wq6T,"Chojny, Górna, Łódź, łódzkie",38.0,379000.0,9329.0,,2.0,,pierwotny
Wielki RABAT‼️Ścisłe Centrum‼️GARAŻ-20.000 PLN‼️,https://www.otodom.pl/pl/oferta/wielki-rabatscisle-centrumgaraz-20-000-pln-ID4wq6I,"Chojny, Górna, Łódź, łódzkie",54.2,379000.0,8590.0,,3.0,,pierwotny
Kawalerka w centrum w idealnym stanie Bezpośrednio,https://www.otodom.pl/pl/oferta/kawalerka-w-centrum-w-idealnym-stanie-bezposrednio-ID4f2wK,"Chojny, Górna, Łódź, łódzkie",22.0,379000.0,8864.0,136.0,1.0,,wtórny
PILNIE SPRZEDAM | Kawalerka | 27M2 | Dąbrowa,https://www.otodom.pl/pl/oferta/pilnie-sprzedam-kawalerka-27m2-dabrowa-ID4wq6v,"Chojny, Górna, Łódź, łódzkie",27.18,379000.0,9676.0,314.0,1.0,,wtórny
Wielki RABAT‼️Ścisłe Centrum‼️GARAŻ-20.000 PLN‼️,https://www.otodom.pl/pl/oferta/wielki-rabatscisle-centrumgaraz-20-000-pln-ID4wq6l,"Chojny, Górna, Łódź, łódzkie",68.5,379000.0,8277.0,,4.0,,pierwotny
Na sprzedaż: 2-pokojowe mieszkanie na Marysinie,https://www.otodom.pl/pl/oferta/na-sprzedaz-2-pokojowe-mieszkanie-na-marysinie-ID4wq61,"Chojny, Górna, Łódź, łódzkie",44.36,379000.0,8904.0,0.0,2.0,,wtórny
ODDANY Blok‼️Manufaktura‼️2 Pokoje‼️Rabat ‼️,https://www.otodom.pl/pl/oferta/oddany-blokmanufaktura2-pokojerabat-ID4wq5X,"Chojny, Górna, Łódź, łódzkie",32.0,379000.0,10259.0,,2.0,,pierwotny
★ Jasne ★ Piękny Widok ★ Nowe★,https://www.otodom.pl/pl/oferta/jasne-piekny-widok-nowe-ID4wq5T,"Chojny, Górna, Łódź, łódzkie",37.03,379000.0,12395.0,373.0,2.0,,wtórny
★Nowe ★ Taras ★ Wysoki Standard Wykończenia ★,https://www.otodom.pl/pl/oferta/nowe-taras-wysoki-standard-wykonczenia-ID4wq5S,"Chojny, Górna, Łódź, łódzkie",37.06,379000.0,12655.0,373.0,2.0,,wtórny
Mieszkanie Na Wschód Z Balkonem,https://www.otodom.pl/pl/oferta/mieszkanie-na-wschod-z-balkonem-ID4wq5R,"Chojny, Górna, Łódź, łódzkie",36.42,379000.0,12603.0,373.0,2.0,,wtórny
⚠️Odebrane / Projekt W Cenie / Mp⚠️,https://www.otodom.pl/pl/oferta/odebrane-projekt-w-cenie-mp-ID4w9zk,"Chojny, Górna, Łódź, łódzkie",62.33,379000.0,8744.0,0.0,3.0,,wtórny
ODDANY Blok‼️Manufaktura‼️GARAŻ - 5.000‼️,https://www.otodom.pl/pl/oferta/oddany-blokmanufakturagaraz-5-000-ID4wq5G,"Chojny, Górna, Łódź, łódzkie",39.0,379000.0,9862.0,,2.0,,pierwotny
ODDANY Blok‼️Manufaktura‼️GARAŻ - 5.000‼️,https://www.otodom.pl/pl/oferta/oddany-blokmanufakturagaraz-5-000-ID4wq5k,"Chojny, Górna, Łódź, łódzkie",80.0,379000.0,8269.0,,5.0,,pierwotny
3pokoje pracujące na siebie w odnowionej kamienicy,https://www.otodom.pl/pl/oferta/3pokoje-pracujace-na-siebie-w-odnowionej-kamienicy-ID4wq5i,"Chojny, Górna, Łódź, łódzkie",42.99,379000.0,8500.0,663.0,3.0,,wtórny
Uniwersytet-Manufaktura‼️Już za kilka miesięcy ‼️,https://www.otodom.pl/pl/oferta/uniwersytet-manufakturajuz-za-kilka-miesiecy-ID4wq4H,"Chojny, Górna, Łódź, łódzkie",26.0,379000.0,9956.0,,1.0,,pierwotny
Uniwersytet-Manufaktura‼️2 pok‼️GARAŻ - 5.000 ‼️,https://www.otodom.pl/pl/oferta/uniwersytet-manufaktura2-pokgaraz-5-000-ID4wq4f,"Chojny, Górna, Łódź, łódzkie",40.1,379000.0,9723.0,,2.0,,pierwotny
Uniwersytet-Manufaktura‼️3 pok‼️GARAŻ - 5.000 ‼️,https://www.otodom.pl/pl/oferta/uniwersytet-manufaktura3-pokgaraz-5-000-ID4wq3V,"Chojny, Górna, Łódź, łódzkie",44.1,379000.0,9642.0,,3.0,,pierwotny
Uniwersytet-Manufaktura‼️3 pok‼️GARAŻ - 5.000 ‼️,https://www.otodom.pl/pl/oferta/uniwersytet-manufaktura3-pokgaraz-5-000-ID4wq3K,"Chojny, Górna, Łódź, łódzkie",51.0,379000.0,9218.0,,3.0,,pierwotny
"3pok Mieszkanie w Centrum, obok Piotrkowskiej",https://www.otodom.pl/pl/oferta/3pok-mieszkanie-w-centrum-obok-piotrkowskiej-ID4tZRf,"Chojny, Górna, Łódź, łódzkie",107.0,379000.0,3346.0,700.0,3.0,,wtórny
Śliczne 2 pokoje przy Uniwersytecie,https://www.otodom.pl/pl/oferta/sliczne-2-pokoje-przy-uniwersytecie-ID4tL9u,"Chojny, Górna, Łódź, łódzkie",52.12,379000.0,13814.0,316.0,2.0,,wtórny
Fajne 2 pokoje ul. Smocza,https://www.otodom.pl/pl/oferta/fajne-2-pokoje-ul-smocza-ID4w1j8,"Chojny, Górna, Łódź, łódzkie",50.14,379000.0,7479.0,770.0,2.0,,wtórny
2 pokoje po remoncie Karolew,https://www.otodom.pl/pl/oferta/2-pokoje-po-remoncie-karolew-ID4w1We,"Chojny, Górna, Łódź, łódzkie",43.0,379000.0,10000.0,518.0,2.0,,wtórny
